Source,Date,Text,Positive,Neutral,Negative,Compound,Tweets Ago
CNN,Mon Aug 27 07:29:13 +0000 2018,Pope Francis speaks to thousands at Sunday Mass in Dublin amid sex abuse scandal https://t.co/Vaxo1mCfug https://t.co/NZiB9ks4x4,0.0,0.664,0.336,-0.7964,54
CNN,Mon Aug 27 07:01:51 +0000 2018,"""We've got to really stop and say to ourselves: there's something wrong... Why are young men willing to give up the… https://t.co/8iDadJz0Yr",0.0,0.894,0.106,-0.3597,55
CNN,Mon Aug 27 07:00:12 +0000 2018,"""Crazy Rich Asians"" tops box office again with crazy second weekend https://t.co/bFK1pBcMKW https://t.co/eGCXswgivk",0.333,0.435,0.232,0.4767,56
CNN,Mon Aug 27 06:50:18 +0000 2018,John McCain's final message for the President | Analysis by @StCollinson https://t.co/xQJ1lOKaxp https://t.co/4633ZTt3Th,0.0,1.0,0.0,0.0,57
CNN,Mon Aug 27 06:32:05 +0000 2018,Sen. McCain will be honored this week for five days in three cities https://t.co/hkyIMLmPjN https://t.co/bvF0QV2Y18,0.213,0.787,0.0,0.5859,58
CNN,Mon Aug 27 06:30:04 +0000 2018,17 days Elon Musk will never get back https://t.co/7uNh9gm9R4 https://t.co/31XsD3zgLh,0.0,1.0,0.0,0.0,59
CNN,Mon Aug 27 06:10:04 +0000 2018,A group of suspected asylum seekers are believed to be hiding in a crocodile-infested rainforest after their boat r… https://t.co/yhecLt64V7,0.0,0.796,0.204,-0.4767,60
CNN,Mon Aug 27 06:00:11 +0000 2018,War virtually destroyed Mosul. This child still finds celebration in life. https://t.co/PftwVsK4VZ https://t.co/Ma1JRpUKSo,0.0,0.608,0.392,-0.7964,61
CNN,Mon Aug 27 05:30:07 +0000 2018,"President Trump is right. His trade war with China is causing a huge problem with North Korea, writes YJ Fischer fo… https://t.co/SFxd1fxwYM",0.086,0.669,0.245,-0.6486,62
CNN,Mon Aug 27 05:00:13 +0000 2018,5.9 magnitude earthquake rattles western Iran https://t.co/ICWgOpOo1f https://t.co/XM74a5pC5R,0.0,1.0,0.0,0.0,63
CNN,Mon Aug 27 04:30:07 +0000 2018,"Trump's presidency as TV series will be binge-worthy, writes Dean Obeidallah for @CNNOpinion https://t.co/uwJdrDAUlZ https://t.co/XONGCcu7Ea",0.0,1.0,0.0,0.0,64
CNN,Mon Aug 27 04:00:19 +0000 2018,"This ""hovering"" backpack claims it'll help your back, neck, knees and ankles take up to 86% less punishment… https://t.co/U1ChdNpczb",0.13,0.87,0.0,0.4019,65
CNN,Mon Aug 27 03:30:08 +0000 2018,Pope Francis speaks to thousands at Sunday Mass in Dublin amid sex abuse scandal https://t.co/TGxyNgqEjh https://t.co/GSh9sMFXLx,0.0,0.664,0.336,-0.7964,66
CNN,Mon Aug 27 03:00:14 +0000 2018,Afghan President Ashraf Ghani accepted the resignation of his national security adviser but refused the resignation… https://t.co/ESRtKU8onW,0.157,0.63,0.213,-0.2846,67
CNN,Mon Aug 27 02:45:04 +0000 2018,Runners across the US dedicate #MilesForMollie to show they're not afraid https://t.co/GnyxyePTrS https://t.co/V385mLlhAl,0.0,1.0,0.0,0.0,68
CNN,Mon Aug 27 02:44:04 +0000 2018,Trump went against the advice of senior aides to issue an official White House statement praising Sen. John McCain… https://t.co/dGVkIBPGPW,0.156,0.844,0.0,0.5423,69
CNN,Mon Aug 27 02:30:11 +0000 2018,Zimbabwe inaugurates a President for the second time in 9 months https://t.co/qrmKBwE0Yo https://t.co/8L43x9QWTx,0.0,1.0,0.0,0.0,70
CNN,Mon Aug 27 02:15:07 +0000 2018,"A gunman killed two people and wounded 9 others at a video game tournament in Jacksonville, Florida, sheriff says.… https://t.co/26HoM83OFL",0.0,0.78,0.22,-0.6705,71
CNN,Mon Aug 27 02:00:08 +0000 2018,Former Vatican official calls for Pope's resignation amid sex abuse scandal https://t.co/2OvSfAYpRA https://t.co/Vkbvqc5SE6,0.0,0.518,0.482,-0.8519,72
CNN,Mon Aug 27 01:30:05 +0000 2018,Interior Minister Matteo Salvini facing investigation as migrants in Italy finally allowed to disembark… https://t.co/0xczcJjuhs,0.0,1.0,0.0,0.0,73
CNN,Mon Aug 27 01:15:00 +0000 2018,Here's what you need to know to start your week smart https://t.co/eWFgnhD3Hw https://t.co/3kuLGLmwoH,0.184,0.816,0.0,0.4019,74
CNN,Mon Aug 27 01:00:06 +0000 2018,German racing driver Sebastian Vettel wins Belgian GP after avoiding huge opening corner crash… https://t.co/I34jHBgk85,0.294,0.588,0.118,0.5574,75
CNN,Mon Aug 27 00:45:03 +0000 2018,A man bolted toward Jay-Z and Beyoncé at their Atlanta show. He didn't get far. https://t.co/J41OthD9MW https://t.co/ilFs9Xgyn9,0.0,1.0,0.0,0.0,76
CNN,Mon Aug 27 00:30:11 +0000 2018,The government just made it easier for workers to own a piece of their employer https://t.co/s8c6Duy2jM https://t.co/Q7xOvjg4ji,0.157,0.843,0.0,0.4215,77
CNN,Mon Aug 27 00:15:07 +0000 2018,"ISIS leader in Afghanistan killed in airstrike, US says https://t.co/5AlZguDLaf https://t.co/DlswsD5vSJ",0.0,0.69,0.31,-0.6705,78
CNN,Mon Aug 27 00:00:00 +0000 2018,"They pledge. Get hazed. The cycle continues.

How Greek life perpetuates an ""environment of fear""… https://t.co/cZuCv4hUpt",0.0,1.0,0.0,0.0,79
CNN,Sun Aug 26 23:45:00 +0000 2018,How Arizona will fill John McCain's seat — and who might fill it https://t.co/CrJoUrv8J7 https://t.co/6Jy9MOf1uQ,0.0,1.0,0.0,0.0,80
CNN,Sun Aug 26 23:30:01 +0000 2018,"Former White House communications director Anthony Scaramucci says President Trump ""would have a nightmare on his h… https://t.co/8VwfyR19Ss",0.0,1.0,0.0,0.0,81
CNN,Sun Aug 26 23:15:00 +0000 2018,Colleagues share memorable moments with John McCain https://t.co/jMOM5HB3EL https://t.co/cbbnYDOoNm,0.216,0.784,0.0,0.296,82
CNN,Sun Aug 26 23:00:00 +0000 2018,New Mexico compound suspects allegedly planned to attack Atlanta's Grady Hospital https://t.co/tKzpxZwIm5 https://t.co/ygB9BLWHQt,0.0,0.667,0.333,-0.6705,83
CNN,Sun Aug 26 22:45:00 +0000 2018,Pope's visit fails to soothe Irish fury over abuse https://t.co/aDXzVA53FG https://t.co/i4Q1z5RI1d,0.124,0.347,0.53,-0.8481,84
CNN,Sun Aug 26 22:30:00 +0000 2018,Chicago fire kills 8 people — including 6 kids — in a home with no smoke detector https://t.co/SOJCkY9x2G https://t.co/4Nq2wxqsdR,0.0,0.576,0.424,-0.7964,85
CNN,Sun Aug 26 22:15:00 +0000 2018,"North Korean leader Kim Jong Un's charm offensive wins over other nations while President Trump stews, writes Saman… https://t.co/wUKX1tx8Dt",0.252,0.63,0.118,0.5267,86
CNN,Sun Aug 26 22:00:01 +0000 2018,Is capitalism losing or socialism gaining? Yes. https://t.co/TZoFDkTQ0P | Analysis by Gregory Krieg https://t.co/pFMEk6BTsm,0.304,0.552,0.144,0.4404,87
CNN,Sun Aug 26 21:45:00 +0000 2018,"Hillary Clinton lauds John McCain as ""a patriot regardless of party"" https://t.co/bDCzknBs5e https://t.co/TTmIX7p3eQ",0.184,0.816,0.0,0.4019,88
CNN,Sun Aug 26 21:30:01 +0000 2018,Fasten your seat belts for a wild fall on Wall Street https://t.co/oB6a1Yvc2U https://t.co/JqCJn1TFJU,0.0,1.0,0.0,0.0,89
CNN,Sun Aug 26 21:15:35 +0000 2018,"Stargazers, get ready because Sunday night is the last time to see a full moon this summer https://t.co/qbyIKoQ2PX https://t.co/K5Sw41HQzw",0.128,0.872,0.0,0.3612,90
CNN,Sun Aug 26 21:00:01 +0000 2018,Hawaii faces heavy rains as Tropical Storm Lane remains weak https://t.co/N2vVA2rfXD https://t.co/iOZi62adma,0.0,0.791,0.209,-0.4404,91
CNN,Sun Aug 26 20:50:13 +0000 2018,"Authorities have cleared the scene of a shooting at a video game tournament in Jacksonville, Florida. Police say th… https://t.co/rpE33FE2Q6",0.076,0.924,0.0,0.1027,92
CNN,Sun Aug 26 20:45:04 +0000 2018,This Ferrari GTO is the most valuable car ever auctioned. It sold for $48 million. https://t.co/Bh1AQeyG1V https://t.co/LyCptE66uE,0.175,0.825,0.0,0.5256,93
CNN,Sun Aug 26 20:30:07 +0000 2018,New Mexico compound family struggled with life off the grid https://t.co/nmyKVhueEj https://t.co/lxZfZzb5tU,0.0,0.821,0.179,-0.34,94
CNN,Sun Aug 26 20:15:03 +0000 2018,"Katherine Johnson, who hand-crunched the numbers for America's first manned space flight, is 100 today… https://t.co/CXCa6hNXqr",0.0,1.0,0.0,0.0,95
CNN,Sun Aug 26 20:00:05 +0000 2018,How John McCain's running mate remembers him https://t.co/8UZKbUtIZ3 https://t.co/UgldRDOllO,0.0,1.0,0.0,0.0,96
CNN,Sun Aug 26 19:53:06 +0000 2018,John McCain will lie in state in Arizona on Wednesday https://t.co/czmayQzGhG https://t.co/8qtpAPrZCv,0.0,1.0,0.0,0.0,97
CNN,Sun Aug 26 19:46:02 +0000 2018,"""I am mourning, America is mourning."" Democratic Sen. Chuck Schumer reflects on the death of his colleague and frie… https://t.co/EVWraHl1kb",0.0,0.726,0.274,-0.7783,98
CNN,Sun Aug 26 19:39:05 +0000 2018,"What we know about the shooting at a video game tournament in Jacksonville:
■ Multiple fatalities — including one s… https://t.co/ACjkIr26xc",0.0,0.813,0.187,-0.5994,99
CNN,Sun Aug 26 19:32:56 +0000 2018,"""Everybody was crying, yelling"": Florida video game tournament shooting witness describes how he crawled into the b… https://t.co/bLbTDQsVA6",0.0,0.846,0.154,-0.4767,100
FoxNews,Mon Aug 27 16:09:57 +0000 2018,"JUST IN: Trump says he's 'terminating' NAFTA, announces new trade agreement with Mexico https://t.co/h6YrLwwKuD",0.198,0.802,0.0,0.4939,1
FoxNews,Mon Aug 27 16:01:33 +0000 2018,.@POTUS: “This is one of the largest trade deals ever made.” https://t.co/7Kg50vqiVk https://t.co/foIQdk7GU3,0.0,1.0,0.0,0.0,2
FoxNews,Mon Aug 27 16:00:36 +0000 2018,.@POTUS: “One of the things that I’m excited about is you’re going to be helping us at the border.”… https://t.co/b564AwqO2l,0.204,0.796,0.0,0.5574,3
FoxNews,Mon Aug 27 16:00:02 +0000 2018,".@POTUS: “Our economy is up, it’s never been this good before and I think it’s only going to get better.”… https://t.co/B34k7iJRto",0.151,0.849,0.0,0.5228,4
FoxNews,Mon Aug 27 15:57:42 +0000 2018,.@POTUS: “It’s an incredible deal. It’s an incredible deal for both parties. Most importantly it’s an incredible de… https://t.co/8ZMmJyU8iS,0.237,0.763,0.0,0.6478,5
FoxNews,Mon Aug 27 15:56:54 +0000 2018,".@POTUS: “It’s an incredible deal for both parties. Most importantly, it's an incredible deal for the workers and f… https://t.co/jo0l61IKzo",0.227,0.773,0.0,0.6478,6
FoxNews,Mon Aug 27 15:54:07 +0000 2018,".@POTUS: “As far as Canada is concerned, we haven’t started with Canada yet.” https://t.co/7Kg50vqiVk https://t.co/bKEg2O3joC",0.0,1.0,0.0,0.0,7
FoxNews,Mon Aug 27 15:52:33 +0000 2018,".@POTUS: “This is something that’s very special for our manufacturers and for our farmers from both countries, for… https://t.co/wu55js4ILm",0.143,0.857,0.0,0.4576,8
FoxNews,Mon Aug 27 15:48:54 +0000 2018,.@POTUS announces trade agreement between US and Mexico that could overhaul NAFTA https://t.co/h6YrLwwKuD,0.211,0.789,0.0,0.4939,9
FoxNews,Mon Aug 27 15:47:33 +0000 2018,.@POTUS makes announcement on trade https://t.co/c3ZOxl5l5J,0.0,1.0,0.0,0.0,10
FoxNews,Mon Aug 27 15:40:29 +0000 2018,".@POTUS: “It’s a big day for trade, big day for our country.” https://t.co/NrLjq4J9nk",0.0,1.0,0.0,0.0,11
FoxNews,Mon Aug 27 15:25:00 +0000 2018,".@AlanDersh: 'Greatest Risk' to Trump Is From NY Prosecutors, Not Mueller Probe https://t.co/coxCSa0iku",0.243,0.636,0.121,0.4767,12
FoxNews,Mon Aug 27 15:18:00 +0000 2018,"Iran's Strait of Hormuz control stokes tensions, could prompt US response https://t.co/MiaUNZqs7f",0.0,0.803,0.197,-0.4019,13
FoxNews,Mon Aug 27 15:12:42 +0000 2018,RT @FoxBusiness: US stocks extend record-setting run  https://t.co/TkGNeuh3tv https://t.co/m3i332HhXS,0.175,0.825,0.0,0.1779,14
FoxNews,Mon Aug 27 15:12:00 +0000 2018,"Thieves steal Paraguay police rifles, replace them with toy replicas https://t.co/hgJ2lh3Eyb",0.0,0.581,0.419,-0.7579,15
FoxNews,Mon Aug 27 15:10:00 +0000 2018,"Veterans, Arizonans pay their respects to Senator McCain with memorial outside of his office https://t.co/jBcZZOBFIs",0.138,0.778,0.084,0.2263,16
FoxNews,Mon Aug 27 15:00:02 +0000 2018,Gen. Jack Keane: “It’s sad for America…We’re going to miss him tremendously on the American stage and on the world… https://t.co/rBhW0uJ46N,0.0,0.802,0.198,-0.5719,17
FoxNews,Mon Aug 27 14:59:43 +0000 2018,Bruce Ohr to testify before Congress in closed session https://t.co/U1ylEyntKg,0.0,1.0,0.0,0.0,18
FoxNews,Mon Aug 27 14:50:00 +0000 2018,Florida restaurant no longer allows 'Monkey Mondays' after animal bit 8-year-old boy https://t.co/zClpUmmtJD,0.0,0.845,0.155,-0.296,19
FoxNews,Mon Aug 27 14:47:00 +0000 2018,.@SenatorTimScott: “It was an amazing experience to work right next to a true American hero.” @AmericaNewsroom… https://t.co/l2Q2BrSpYv,0.32,0.68,0.0,0.765,20
FoxNews,Mon Aug 27 14:42:00 +0000 2018,Remembering Senator McCain: Several memorial events planned https://t.co/U1iLSevbS4 https://t.co/SQrHFSGtY3,0.0,1.0,0.0,0.0,21
FoxNews,Mon Aug 27 14:40:00 +0000 2018,11a ET: @POTUS trade announcement https://t.co/oJcRAZep5n https://t.co/HxrVpg2PWv,0.0,1.0,0.0,0.0,22
FoxNews,Mon Aug 27 14:35:00 +0000 2018,Jacksonville mass shooting: Chilling Twitch livestream records horrific attack https://t.co/Dis3zpSotQ,0.0,0.449,0.551,-0.8225,23
FoxNews,Mon Aug 27 14:30:00 +0000 2018,"US, Mexico reach tentative new NAFTA deal, sources say https://t.co/oJcRAZep5n @AmericaNewsroom https://t.co/UVusPBw8rf",0.091,0.909,0.0,0.0258,24
FoxNews,Mon Aug 27 14:25:01 +0000 2018,.@newtgingrich: “I’ve never seen anybody who had a greater capacity for taking on anybody or anything than John McC… https://t.co/zGiJ8FCJtl,0.122,0.878,0.0,0.3612,25
FoxNews,Mon Aug 27 14:15:00 +0000 2018,CT School Board Chairman Resigns After Vote to Recite Pledge of Allegiance https://t.co/s7s9oGwPkZ,0.0,0.839,0.161,-0.3182,26
FoxNews,Mon Aug 27 14:05:00 +0000 2018,.@ktumulty on @AmericaNewsroom: “Certainly there’s a lot of legislation particularly in foreign policy that bears h… https://t.co/fBVkmNZWgy,0.0,1.0,0.0,0.0,27
FoxNews,Mon Aug 27 13:55:28 +0000 2018,"JUST IN: US, Mexico reach tentative new NAFTA deal, sources say https://t.co/h6YrLwwKuD",0.091,0.909,0.0,0.0258,28
FoxNews,Mon Aug 27 13:55:00 +0000 2018,".@AlanDersh on @foxandfriends: “If I were Trump’s lawyers, I’d be focusing all of my defense efforts on the Souther… https://t.co/H9rTEYUt29",0.077,0.923,0.0,0.128,29
FoxNews,Mon Aug 27 13:46:49 +0000 2018,RT @FoxBusiness: #StockAlert: S&amp;P 500 hits all-time high https://t.co/7HsecVIUgh,0.0,1.0,0.0,0.0,30
FoxNews,Mon Aug 27 13:45:00 +0000 2018,"'Modern Family' actor Jackson Odell died of accidental drug overdose at sober living facility, coroner says https://t.co/d7bNdOXliB",0.0,0.754,0.246,-0.5994,31
FoxNews,Mon Aug 27 13:38:19 +0000 2018,RT @FoxBusiness: WATCH: The @NYSE holds a moment of silence to honor Senator John McCain. https://t.co/FRiOlFzjth,0.186,0.814,0.0,0.4939,32
FoxNews,Mon Aug 27 13:35:00 +0000 2018,Remembering Senator John McCain https://t.co/U1iLSevbS4 https://t.co/OEQw7cJ8Mf,0.0,1.0,0.0,0.0,33
FoxNews,Mon Aug 27 13:30:00 +0000 2018,'We Cannot Stand for It': @charliekirk11 Accuses Tech Giants of Silencing Conservative Voices https://t.co/v2b3H9S4W8,0.0,0.755,0.245,-0.4404,34
FoxNews,Mon Aug 27 13:15:00 +0000 2018,Florida authorities consider possibility of super snake emerging in Everglades https://t.co/YCUjUSJKua,0.281,0.719,0.0,0.5994,35
FoxNews,Mon Aug 27 13:00:02 +0000 2018,.@AGPamBondi: “Parents need to be really careful in general on all of these games because predators can find you ba… https://t.co/Z4R2UVco3A,0.086,0.914,0.0,0.2247,36
FoxNews,Mon Aug 27 12:50:00 +0000 2018,Remembering Senator John McCain @foxandfriends https://t.co/U1iLSevbS4 https://t.co/XgQAigpxOX,0.0,1.0,0.0,0.0,37
FoxNews,Mon Aug 27 12:43:31 +0000 2018,Trump decided against White House statement praising McCain https://t.co/42emzP377D,0.304,0.696,0.0,0.5423,38
FoxNews,Mon Aug 27 12:40:00 +0000 2018,"Kate Mara, who has deep roots in NFL, supports players who kneel during national anthem https://t.co/uDv0BrbQLf",0.143,0.857,0.0,0.3612,39
FoxNews,Mon Aug 27 12:25:58 +0000 2018,"RT @FoxBusiness: .@Tesla will remain a public company, @elonmusk says  https://t.co/3yCdECBd8v https://t.co/m1kwEPRJKq",0.0,1.0,0.0,0.0,40
FoxNews,Mon Aug 27 12:25:00 +0000 2018,.@JaniceDean gives an update on the weather on @foxandfriends https://t.co/MVW83vIUwj,0.0,1.0,0.0,0.0,41
FoxNews,Mon Aug 27 12:15:00 +0000 2018,OPINION: Michael Goodwin: Here's how Trump can survive the fierce attack against his presidency https://t.co/ZLie38Fog6,0.0,0.819,0.181,-0.4767,42
FoxNews,Mon Aug 27 12:05:00 +0000 2018,.@charliekirk11: “It’s the best economy to be a recent college graduate.” @foxandfriends https://t.co/9nVVPasOTw,0.276,0.724,0.0,0.6369,43
FoxNews,Mon Aug 27 11:55:00 +0000 2018,.@GOPLeader on @foxandfriends: “This president has proven results.” https://t.co/L7gheXlo1w,0.0,1.0,0.0,0.0,44
FoxNews,Mon Aug 27 11:45:00 +0000 2018,.@GOPLeader on @foxandfriends: “It’s going to be results versus resistance.” https://t.co/NHFm6e3zMG https://t.co/cCnkejocjJ,0.0,1.0,0.0,0.0,45
FoxNews,Mon Aug 27 11:35:00 +0000 2018,OPINION: College dropouts in US surpass those heading back to school -- it's time we fix that https://t.co/q0PR4ZsjrI,0.0,1.0,0.0,0.0,46
FoxNews,Mon Aug 27 11:20:00 +0000 2018,"No level of alcohol consumption is healthy, scientists say https://t.co/BRzhfUckyA",0.209,0.62,0.171,0.128,47
FoxNews,Mon Aug 27 11:17:27 +0000 2018,Key primaries in Arizona and Florida tomorrow https://t.co/NHFm6e3zMG @foxandfriends https://t.co/5QMKNWSy6o,0.0,1.0,0.0,0.0,48
FoxNews,Mon Aug 27 11:15:33 +0000 2018,Iran says it has control of Gulf and Strait of Hormuz: report https://t.co/mwVwiDfNf7 @foxandfriends https://t.co/CxE4yjd0BV,0.0,1.0,0.0,0.0,49
FoxNews,Mon Aug 27 11:11:07 +0000 2018,"Photo of the Day: Riders take part in a local competition for Iceland horses as a rainbow appears near Frankfurt, G… https://t.co/FoKbiZWtI4",0.0,1.0,0.0,0.0,50
FoxNews,Mon Aug 27 11:05:00 +0000 2018,Rare 1962 Ferrari 250 GTO sold for world-record $48.4 million https://t.co/8KwAbU90Bl,0.0,1.0,0.0,0.0,51
FoxNews,Mon Aug 27 10:51:41 +0000 2018,".@dbongino on @foxandfriends: “If we lose these midterms, the Republican Party, it’s going to get really ugly over… https://t.co/CKW55drkAm",0.108,0.64,0.252,-0.5563,52
FoxNews,Mon Aug 27 10:40:26 +0000 2018,.@DNC votes to limit power of superdelegates https://t.co/g72vujIP4S @foxandfriends https://t.co/vXWyfAE68j,0.0,1.0,0.0,0.0,53
FoxNews,Mon Aug 27 10:11:17 +0000 2018,"Stormy Daniels defends Melania Trump, says 'people should stop speaking for her' https://t.co/xCxuiMlrV1",0.0,0.845,0.155,-0.296,54
FoxNews,Mon Aug 27 10:10:16 +0000 2018,.@SchmittNYC is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/YpZJDQW15V,0.0,1.0,0.0,0.0,55
FoxNews,Mon Aug 27 09:59:27 +0000 2018,"'Paws of War' brings joy, in form of puppy, to family of airman killed in Iraq https://t.co/Q8KpojwXbD",0.145,0.534,0.321,-0.6808,56
FoxNews,Mon Aug 27 09:58:07 +0000 2018,North Korea accuses US of 'hatching a criminal plot to unleash war' while trying to continue dialogue https://t.co/C5UT6rlKxF,0.0,0.591,0.409,-0.8658,57
FoxNews,Mon Aug 27 09:41:00 +0000 2018,".@FordOConnell: “With the passing of John McCain, America lost a true public servant, a patriot and a good man.” https://t.co/hK6yOqpMQB",0.259,0.636,0.105,0.5267,58
FoxNews,Mon Aug 27 09:37:57 +0000 2018,"US, Mexico could reach agreement on trade ‘very soon’ https://t.co/Op3D5xDLgU https://t.co/e9tqYasbom",0.323,0.677,0.0,0.5106,59
FoxNews,Mon Aug 27 09:33:19 +0000 2018,"Leader of ISIS affiliate in Afghanistan killed in US drone strike, officials say https://t.co/ItJKZaUuTG",0.0,0.667,0.333,-0.7184,60
FoxNews,Mon Aug 27 09:32:16 +0000 2018,Hurricane Harvey Recovery Efforts Continue; @JaniceDean reports https://t.co/D3HSBLtUzI,0.0,1.0,0.0,0.0,61
FoxNews,Mon Aug 27 09:24:00 +0000 2018,Tiger Woods says 'you have to respect the office' of president after questions about his relationship with Trump https://t.co/f8NLo5wqRR,0.147,0.853,0.0,0.4767,62
FoxNews,Mon Aug 27 09:22:48 +0000 2018,.@newtgingrich: Why John McCain was such an inspiration to me https://t.co/Emm987jvmL,0.254,0.746,0.0,0.5267,63
FoxNews,Mon Aug 27 09:10:00 +0000 2018,'This Is a Little Scary': Texas AG Says Dems' Call to Decriminalize Illegal Entry Could 'Cost Lives' https://t.co/fOEYrccC4m,0.0,0.816,0.184,-0.5574,64
FoxNews,Mon Aug 27 09:03:27 +0000 2018,"""I found him to be a very good mentor.""

Oliver McGee, former strategist for McCain-Palin 2008 campaign, reacts to… https://t.co/TCJV9hIdi1",0.151,0.849,0.0,0.4927,65
FoxNews,Mon Aug 27 08:49:53 +0000 2018,Federal judge to rule on 3-D printed guns today https://t.co/nuQdXm84gL,0.0,1.0,0.0,0.0,66
FoxNews,Mon Aug 27 08:46:34 +0000 2018,"Two linked to 'extremist Muslim' New Mexico compound wanted to attack hospital, prosecutors say… https://t.co/1GRWN3nlPq",0.0,0.819,0.181,-0.4767,67
FoxNews,Mon Aug 27 08:41:44 +0000 2018,"Republican strategist Noelle Nikpour: ""Donald Trump, you're witnessing right now, has a Teflon brand.""… https://t.co/lJNgHQQ7Iv",0.0,1.0,0.0,0.0,68
FoxNews,Mon Aug 27 08:36:17 +0000 2018,"Dr. Rebecca Grant: ""Kim Jong Un has a unique opportunity to reach out for some economic development.""… https://t.co/FeOjYBXuL7",0.314,0.686,0.0,0.6597,69
FoxNews,Mon Aug 27 08:30:39 +0000 2018,Florida authorities consider possibility of super snake emerging in Everglades https://t.co/Yr2A9Fvtp5,0.281,0.719,0.0,0.5994,70
FoxNews,Mon Aug 27 08:29:23 +0000 2018,"Remembering @SenJohnMcCain: McCain services set for Phoenix, Washington and Annapolis https://t.co/AU6EO26zgm https://t.co/FBvRFiAskW",0.0,1.0,0.0,0.0,71
FoxNews,Mon Aug 27 08:23:02 +0000 2018,Mollie Tibbetts' father tells community to 'turn the page' at funeral Mass https://t.co/1z1UNLgZcC https://t.co/fN2YNFdVQ4,0.0,0.839,0.161,-0.3612,72
FoxNews,Mon Aug 27 08:17:08 +0000 2018,Israel to reopen border along Gaza strip https://t.co/EyxrsXSJ45,0.0,1.0,0.0,0.0,73
FoxNews,Mon Aug 27 08:12:55 +0000 2018,FBI swarms family home of Jacksonville Landing gunman David Katz https://t.co/IfCWLIW952 https://t.co/9PwycKNHis,0.0,1.0,0.0,0.0,74
FoxNews,Mon Aug 27 08:00:00 +0000 2018,".@GOPLeader: ""The world is a safer place. Iran will not have a nuclear weapon today. North Korea is sitting down."" https://t.co/A0WaL3YJXL",0.216,0.784,0.0,0.5702,75
FoxNews,Mon Aug 27 07:53:00 +0000 2018,"Former President Jimmy Carter waves to the crowd as he takes the stage with his wife, former first lady Rosalynn Ca… https://t.co/PayXOOqjnl",0.0,1.0,0.0,0.0,76
FoxNews,Mon Aug 27 07:45:00 +0000 2018,".@DarrellIssa: ""Jeff Sessions needs to step up to the plate."" https://t.co/3HvRZKAnPQ",0.0,1.0,0.0,0.0,77
FoxNews,Mon Aug 27 07:38:00 +0000 2018,"Army pilot dies, brother injured in Massachusetts single-engine plane crash https://t.co/l2a4km71zf",0.0,0.625,0.375,-0.6597,78
FoxNews,Mon Aug 27 07:30:00 +0000 2018,".@GreggJarrett: ""At the outset, Jeff Sessions betrayed the President."" https://t.co/7UQilzW68j",0.0,0.692,0.308,-0.6124,79
FoxNews,Mon Aug 27 07:23:00 +0000 2018,Jacksonville mass shooting sparks calls for tighter eSports security https://t.co/T2FP6NztEl,0.211,0.789,0.0,0.34,80
