Source,Date,Text,Positive,Neutral,Negative,Compound,Tweets Ago
FoxNews,Mon Aug 27 07:15:00 +0000 2018,".@WilliamJBennett on John McCain: ""This is a great man. A man worth imitating."" #MediaBuzz https://t.co/2EvKWBkltA",0.353,0.647,0.0,0.7184,81
FoxNews,Mon Aug 27 07:07:00 +0000 2018,Mollie Tibbetts' father tells community to 'turn the page' at funeral Mass https://t.co/1z1UNLgZcC,0.0,0.828,0.172,-0.3612,82
FoxNews,Mon Aug 27 07:00:00 +0000 2018,".@dbongino: ""It is time to fire Rosenstein. I think Sessions, after the midterms, it may be time to move on as well… https://t.co/rDkM7FBQPp",0.0,0.897,0.103,-0.34,83
FoxNews,Mon Aug 27 06:53:00 +0000 2018,Paid 'fur-ternity leave' for new pet owners offered by Minnesota company https://t.co/NSTkCZm1aN,0.0,0.902,0.098,-0.0516,84
FoxNews,Mon Aug 27 06:45:00 +0000 2018,".@KatiePavlich: ""I wrote a letter to @BillClinton when I was six years old about taxes and how it was unfair that h… https://t.co/wC9oMEnY0F",0.0,0.866,0.134,-0.4767,85
FoxNews,Mon Aug 27 06:38:00 +0000 2018,"Flags flying at half-staff in honor of Sen. John McCain, frame the U.S. Capitol at daybreak on Sunday in Washington… https://t.co/osSObOrglg",0.138,0.862,0.0,0.4939,86
FoxNews,Mon Aug 27 06:30:00 +0000 2018,"Sen. John McCain: ""My accomplishments are more a testament to my country, the land of opportunity, than they are to… https://t.co/akRNC7XrBo",0.128,0.872,0.0,0.4215,87
FoxNews,Mon Aug 27 06:23:00 +0000 2018,"Clinton, Obama among Democrats paying tribute to McCain's commitment to bipartisanship https://t.co/8jXgUMnw0W",0.191,0.809,0.0,0.3818,88
FoxNews,Mon Aug 27 06:15:00 +0000 2018,".@Scaramucci: ""[John McCain's] life, which will be remembered forever in America... he will be somebody that we loo… https://t.co/ONzzkZ6asM",0.0,1.0,0.0,0.0,89
FoxNews,Mon Aug 27 06:07:00 +0000 2018,".@TigerWoods shot down questions on Sunday about his relationship with President @realDonaldTrump, urging people to… https://t.co/XODhCy8Vd4",0.0,1.0,0.0,0.0,90
FoxNews,Mon Aug 27 06:00:00 +0000 2018,".@KatiePavlich: ""America has always prevailed. It is the greatest country the world has ever known. I always have f… https://t.co/Hs4IMeIGQP",0.189,0.811,0.0,0.6369,91
FoxNews,Mon Aug 27 05:53:00 +0000 2018,Texas IHOP waitress's kind deed for man with Down syndrome goes viral https://t.co/LmbVNQr0iM,0.221,0.779,0.0,0.5267,92
FoxNews,Mon Aug 27 05:45:00 +0000 2018,"Sen. John McCain: ""What greater cause could we hope to serve than helping keep America the strong, aspiring, inspir… https://t.co/T2m8imd2JF",0.405,0.595,0.0,0.872,93
FoxNews,Mon Aug 27 05:38:00 +0000 2018,Hawaii's team celebrates together after their 3-0 win over South Korea in the Little League World Series Championsh… https://t.co/ieZAae1oYm,0.306,0.694,0.0,0.8176,94
FoxNews,Mon Aug 27 05:30:00 +0000 2018,".@RealCandaceO: ""Liberalism to me means bondage and conservatism means freedom. The freedom to choose, the freedom… https://t.co/WB71R9lEKw",0.359,0.641,0.0,0.8555,95
FoxNews,Mon Aug 27 05:23:00 +0000 2018,.@FBI swarms family home of Jacksonville Landing gunman David Katz https://t.co/IfCWLIW952,0.0,1.0,0.0,0.0,96
FoxNews,Mon Aug 27 05:15:00 +0000 2018,".@WillieNelson: ""I enjoy the audience, I enjoy the fans. You know, I like the attention— who wouldn't?"" #OBJECTified https://t.co/JRKfg8hYGB",0.389,0.611,0.0,0.836,97
FoxNews,Mon Aug 27 05:07:00 +0000 2018,"A makeshift memorial filled with flowers, candles and pictures is set up outside of @SenJohnMcCain’s office in Phoe… https://t.co/aj1dpZLaOK",0.0,1.0,0.0,0.0,98
FoxNews,Mon Aug 27 05:00:00 +0000 2018,".@KatiePavlich: ""Conservatism to me is limited government, liberty and sticking to the Constitution and realizing t… https://t.co/zUZIOU7WV9",0.167,0.739,0.094,0.3612,99
FoxNews,Mon Aug 27 04:53:00 +0000 2018,MS-13 member in Virginia pleads guilty to murder for hacking man to death with machete https://t.co/ieV4aXxBtU,0.0,0.533,0.467,-0.9081,100
nytimes,Mon Aug 27 16:15:06 +0000 2018,Underrepresented students are less likely to take the SATS more than once. But research shows that encouraging stud… https://t.co/ge4ohSeGss,0.159,0.841,0.0,0.5267,1
nytimes,Mon Aug 27 16:00:04 +0000 2018,A doctor in Hong Kong has been accused of killing his wife and daughter with a yoga ball filled with carbon monoxide https://t.co/f2Cy2S5iOJ,0.0,0.742,0.258,-0.765,2
nytimes,Mon Aug 27 15:45:08 +0000 2018,The White House inexplicably flew the American flag at full-staff on Monday after lowering it on Sunday in honor of… https://t.co/uiKx5SLj0k,0.132,0.785,0.083,0.296,3
nytimes,Mon Aug 27 15:29:05 +0000 2018,"In Opinion

Author Matt Welch writes, ""If we’ve learned anything about the nature of government over the span of Jo… https://t.co/9EeP8GeolQ",0.0,1.0,0.0,0.0,4
nytimes,Mon Aug 27 15:15:06 +0000 2018,The 96-year-old French painter and author Françoise Gilot — famously known as the former lover and muse to Pablo Pi… https://t.co/FW1sxyXXyf,0.167,0.833,0.0,0.5859,5
nytimes,Mon Aug 27 15:00:17 +0000 2018,"RT @amandahess: hello, here are three new episodes of INTERNETTING! https://t.co/hEphkdiNUY https://t.co/AhNAI7Ecre",0.0,1.0,0.0,0.0,6
nytimes,Mon Aug 27 14:45:09 +0000 2018,"""It’s going to be decades in Arizona before we see another political figure with the international stature of John… https://t.co/PY7GKmml3a",0.0,1.0,0.0,0.0,7
nytimes,Mon Aug 27 14:38:33 +0000 2018,Can the president be impeached with the currently know facts from the Michael Cohen and Paul Manafort cases? And do… https://t.co/aAjThR480W,0.0,1.0,0.0,0.0,8
nytimes,Mon Aug 27 14:30:17 +0000 2018,The 2018 U.S. Open begins today. Follow along with day one's matches here: https://t.co/Vd3wqTrmLI,0.0,1.0,0.0,0.0,9
nytimes,Mon Aug 27 14:15:06 +0000 2018,"Kalashnikov, the rifle company, introduced a concept electric car that it said would compete with Tesla. But Russia… https://t.co/bpHNEOF3n6",0.0,1.0,0.0,0.0,10
nytimes,Mon Aug 27 14:00:09 +0000 2018,The New York Times obituary for Neil Simon https://t.co/3lB3ah3pC3,0.0,1.0,0.0,0.0,11
nytimes,Mon Aug 27 13:45:05 +0000 2018,"RT @MarkLandler: As flag over the WH hangs at full staff, ⁦@juliehdavis⁩ on how Trump’s refusal to honor John McCain shows he is “unwilling…",0.122,0.878,0.0,0.4939,12
nytimes,Mon Aug 27 13:39:11 +0000 2018,Breaking News: The U.S. and Mexico reached a preliminary agreement to revise key portions of Nafta. The trade deal… https://t.co/iSq1zb2fER,0.213,0.787,0.0,0.5574,13
nytimes,Mon Aug 27 13:30:10 +0000 2018,Joe Arpaio got a presidential pardon and parlayed it into a Senate campaign in Arizona. But the sheriff may be ente… https://t.co/Rujiv0DrSk,0.108,0.892,0.0,0.3182,14
nytimes,Mon Aug 27 13:15:08 +0000 2018,"Here’s everything that we now know — and don’t — about President Trump’s $130,000 deal with Stormy Daniels https://t.co/IS5D5OduBs",0.0,1.0,0.0,0.0,15
nytimes,Mon Aug 27 13:00:16 +0000 2018,John McCain was proud of his reputation as a maverick in American politics. Here's a look at the senator's complex… https://t.co/CfHZWzOCWY,0.147,0.853,0.0,0.4767,16
nytimes,Mon Aug 27 12:45:09 +0000 2018,Morning Briefing: Here's what you need to know to start your Monday https://t.co/uVR4Rm8d5e,0.0,1.0,0.0,0.0,17
nytimes,Mon Aug 27 12:30:11 +0000 2018,"An old-fashioned, non-digital paper planner. Scissors. A great pen. Choose the right kind of each one, and life is… https://t.co/0E6hs6CaGa",0.186,0.814,0.0,0.6249,18
nytimes,Mon Aug 27 12:15:12 +0000 2018,"As President Trump faces his own legal troubles, he has taken to using a vocabulary that sounds uncannily like that… https://t.co/X4Ffm8M8oS",0.167,0.708,0.125,0.0,19
nytimes,Mon Aug 27 12:02:37 +0000 2018,RT @NYTSports: 20-year-old Naomi Osaka is one of the most intriguing young stars in sports today: an athlete who grew up in one place (the…,0.0,1.0,0.0,0.0,20
nytimes,Mon Aug 27 11:45:11 +0000 2018,Black men have the lowest life expectancy of any ethnic group in the United States. Researchers believe it may be b… https://t.co/Y90gdLdpZM,0.11,0.787,0.102,0.0516,21
nytimes,Mon Aug 27 11:27:49 +0000 2018,Your saliva might help you learn to eat your greens https://t.co/5mkDuPzDcV,0.213,0.787,0.0,0.4019,22
nytimes,Mon Aug 27 11:10:27 +0000 2018,"This farro with salmon, cucumber, radicchio and dill recipe goes from crunchy cool to warm and comforting in every… https://t.co/CZU2GAZEnV",0.289,0.711,0.0,0.7096,23
nytimes,Mon Aug 27 10:53:09 +0000 2018,"The pan-fried zucchini planks in this marinated zucchini with farro, chickpeas and parmesan recipe will add extra c… https://t.co/ZH2c0FK4NE",0.0,1.0,0.0,0.0,24
nytimes,Mon Aug 27 10:36:17 +0000 2018,"Bill Cunningham, for many years the fashion and society photographer for The Times, left a memoir behind when he di… https://t.co/Db2csht5rt",0.0,1.0,0.0,0.0,25
nytimes,Mon Aug 27 10:20:06 +0000 2018,Sketchbook: Back-to-School Blues https://t.co/WI6qiuDr2G,0.0,1.0,0.0,0.0,26
nytimes,Mon Aug 27 10:15:18 +0000 2018,The current home of the U.S. Open started out as a derelict relic of the 1964 World's Fair. Now it's a state-of-the… https://t.co/hPQYmto7wx,0.103,0.897,0.0,0.3182,27
nytimes,Mon Aug 27 10:14:45 +0000 2018,The West Bank Model Is a Failure https://t.co/vaZopeMe2P,0.0,0.645,0.355,-0.5106,28
nytimes,Mon Aug 27 10:00:12 +0000 2018,"Almost everyone involved in Job Corps questions whether it's living up to its ideals, with an outdated program mode… https://t.co/5X1HtTY8WK",0.087,0.913,0.0,0.2023,29
nytimes,Mon Aug 27 09:45:05 +0000 2018,"Police say a man shot last month in the Bronx is an associate of a well-known mafia family. ""The fact that they are… https://t.co/k0LOXf7PwC",0.0,1.0,0.0,0.0,30
nytimes,Mon Aug 27 09:30:03 +0000 2018,"John McCain will be the 13th former senator to lie in state at the Capitol Rotunda, and will  have a full dress fun… https://t.co/SXzzFbsIwZ",0.0,1.0,0.0,0.0,31
nytimes,Mon Aug 27 09:14:13 +0000 2018,Myanmar’s army commander and other top generals should face trial for genocide against Rohingya Muslims and for cri… https://t.co/dhpLhJMwk4,0.091,0.909,0.0,0.2023,32
nytimes,Mon Aug 27 09:00:31 +0000 2018,"Myanmar Generals Should Face Genocide Charges, U.N. Panel Says https://t.co/rbqNgAPIeS",0.0,0.811,0.189,-0.2732,33
nytimes,Mon Aug 27 09:00:07 +0000 2018,"In his decision to keep Tesla public, Elon Musk cited 4 key factors that ultimately changed his mind. https://t.co/f96iF47m9h",0.0,1.0,0.0,0.0,34
nytimes,Mon Aug 27 08:55:30 +0000 2018,The Checkup: Let Kids Play https://t.co/cHckYawRrY,0.324,0.676,0.0,0.34,35
nytimes,Mon Aug 27 08:45:05 +0000 2018,Some demonstrators carried signs condemning racism; others had draped themselves in Confederate flags https://t.co/xflAI57g6o,0.0,0.76,0.24,-0.6249,36
nytimes,Mon Aug 27 08:30:03 +0000 2018,A live-stream caught the chilling moment when the shooting began. A red laser dot appeared on the chest of one of t… https://t.co/f7MHpaEHV4,0.0,0.948,0.052,-0.0258,37
nytimes,Mon Aug 27 08:15:03 +0000 2018,"In @NYTOpinion 

Op-Ed contributor Elizabeth Guffey writes, ""This month, the 'wheelchair symbol,' formally known as… https://t.co/i1eeLrWf3V",0.0,1.0,0.0,0.0,38
nytimes,Mon Aug 27 08:00:02 +0000 2018,A contentious exhibition has cast a spotlight on the battle over gay and transgender rights in Brazil https://t.co/lhX2X0V4y2,0.0,0.745,0.255,-0.5859,39
nytimes,Mon Aug 27 07:45:04 +0000 2018,"These balls of algae are considered a national treasure in Japan, and many things about them remain mysterious. But… https://t.co/PtVMGMLDp6",0.109,0.891,0.0,0.296,40
nytimes,Mon Aug 27 07:30:07 +0000 2018,"Personal finance management is a concrete, learnable skill, just like driving a car or throwing a baseball https://t.co/iWhKx8nIkL",0.152,0.848,0.0,0.3612,41
nytimes,Mon Aug 27 07:15:03 +0000 2018,An archbishop's allegations and personal attacks amounted to an extraordinary public declaration of war against Pop… https://t.co/bp6RxVc7si,0.0,0.688,0.312,-0.7783,42
nytimes,Mon Aug 27 07:00:06 +0000 2018,"Your European Morning Briefing is ready: Pope Francis is accused, Russia prepares to go nuclear offshore, Denmark c… https://t.co/TaCCYsY312",0.115,0.783,0.101,0.0772,43
nytimes,Mon Aug 27 06:45:03 +0000 2018,"The German Lost Art Foundation, praised often for helping return art lost in the Holocaust, is facing criticism fro… https://t.co/IqWLgfW6z8",0.194,0.538,0.269,-0.2732,44
nytimes,Mon Aug 27 06:31:41 +0000 2018,"RT @EllenBarryNYT: If you're not sure why Pope Francis is apologizing to Ireland, read this painful @DanBarryNYT piece on single mothers wh…",0.0,0.741,0.259,-0.6845,45
nytimes,Mon Aug 27 06:30:06 +0000 2018,"It is finally time for the night owls of the world to rise! (Just not too early, of course.) https://t.co/vo2CNixvCi",0.0,1.0,0.0,0.0,46
nytimes,Mon Aug 27 06:15:05 +0000 2018,"Writers, actors and others took to social media to remember Neil Simon's life and influence https://t.co/upXX3Vz4IF",0.0,1.0,0.0,0.0,47
nytimes,Mon Aug 27 06:00:09 +0000 2018,*plays Fergie* G-L-A-M-O-R-O-U-S https://t.co/Yeo7QaFqxm,0.0,1.0,0.0,0.0,48
nytimes,Mon Aug 27 05:45:06 +0000 2018,Russia is unveiling a floating nuclear power plant that is for now the only one of its kind https://t.co/L8AMNwvtAm,0.167,0.833,0.0,0.5267,49
nytimes,Mon Aug 27 05:30:10 +0000 2018,Australia’s new prime minister speaks often and openly about his Christian faith — a rarity among Australian politi… https://t.co/44dv8jtQYJ,0.149,0.851,0.0,0.4215,50
nytimes,Mon Aug 27 05:15:05 +0000 2018,A Japanese tourist in North Korea was detained after apparently filming footage of a military facility in the area https://t.co/eYYSl14wb5,0.0,0.863,0.137,-0.4019,51
nytimes,Mon Aug 27 05:00:05 +0000 2018,"A.E. Hotchner, the man who was everybody’s best friend — Ernest Hemingway’s, anyway, and Paul Newman’s — wrote his… https://t.co/YVeTUUbOGc",0.316,0.684,0.0,0.8126,52
nytimes,Mon Aug 27 04:45:02 +0000 2018,"Brands are reintroducing products for new generations. “What’s old is new again."" https://t.co/YpQWhHpJik",0.0,1.0,0.0,0.0,53
nytimes,Mon Aug 27 04:30:09 +0000 2018,"""It’s like Jekyll and Hyde.” Duncan Hunter boasted a glittering political resume, but a corruption scandal could ho… https://t.co/AirjOvslGG",0.085,0.728,0.187,-0.4767,54
nytimes,Mon Aug 27 04:15:04 +0000 2018,"“This is very unusual in Chicago,” a Fire Department spokesman said. “We’re going the wrong way fast, and it’s very… https://t.co/KR9pYG34cI",0.0,0.766,0.234,-0.6705,55
nytimes,Mon Aug 27 04:00:08 +0000 2018,"""Crazy Rich Asians"" had a decrease of only 6 percent in ticket sales compared to its opening weekend. That kind of… https://t.co/YET4PzQUWM",0.265,0.644,0.091,0.6808,56
nytimes,Mon Aug 27 03:45:04 +0000 2018,"In a memo, Defense Secretary Jim Mattis urged President Trump to build a national strategy for A.I. that matches th… https://t.co/hWyIum5Jc7",0.077,0.923,0.0,0.128,57
nytimes,Mon Aug 27 03:31:24 +0000 2018,"In Brazil, ‘Queer Museum’ Is Censored, Debated, Then Celebrated https://t.co/yj3I4g1g6J",0.278,0.602,0.12,0.4767,58
nytimes,Mon Aug 27 03:17:40 +0000 2018,"Alice Dunnigan, the first black woman to cover the White House, will be honored with a bronze statue at the Newseum https://t.co/8T15ZmrGEf",0.16,0.84,0.0,0.5859,59
nytimes,Mon Aug 27 03:00:05 +0000 2018,"A nationwide prisoner strike is drawing attention to low inmate wages, decrepit facilities and harsh sentences. “Pe… https://t.co/FH55aC58sO",0.052,0.517,0.431,-0.8316,60
nytimes,Mon Aug 27 02:45:02 +0000 2018,"President Trump didn't make even the most cursory public show of respect for John McCain, against whom he had conti… https://t.co/6VX8qrIxdI",0.134,0.866,0.0,0.4767,61
nytimes,Mon Aug 27 02:31:33 +0000 2018,The Nuclear Power Plant of the Future May Be Floating Near Russia https://t.co/8TA8ck1eGH,0.0,1.0,0.0,0.0,62
nytimes,Mon Aug 27 02:29:57 +0000 2018,"""Let the obvious sit too long and it becomes like an animal in a zoo: pointed at, but never exercised, and idly wan… https://t.co/vRsvmhT0DV",0.074,0.926,0.0,0.1901,63
nytimes,Mon Aug 27 02:13:02 +0000 2018,"How does a movie or TV show prevent a steamy scene from becoming a #MeToo experience for the actors? Enter the ""int… https://t.co/8GSStJKvhM",0.055,0.945,0.0,0.0258,64
nytimes,Mon Aug 27 01:57:04 +0000 2018,"""I prefer the early plays,"" our critic writes about Neil Simon's work. ""That’s in part because they literally don’t… https://t.co/dmKywcnDlY",0.0,0.9,0.1,-0.2732,65
nytimes,Mon Aug 27 01:43:31 +0000 2018,North Korea to Expel a Japanese Tourist Accused of Crime https://t.co/ZfFyHRgNFq,0.0,0.449,0.551,-0.8225,66
nytimes,Mon Aug 27 01:27:25 +0000 2018,"As a Nation Mourns McCain, Trump Is Conspicuously Absent https://t.co/oej85plXWD",0.0,0.702,0.298,-0.5267,67
nytimes,Mon Aug 27 01:16:37 +0000 2018,Open floor plan offices can be a challenge. Here's how to make your work space a bit more bearable. https://t.co/sUG75mhvwC,0.071,0.929,0.0,0.0772,68
nytimes,Mon Aug 27 01:00:12 +0000 2018,The number of individuals who sleep less than the recommended hours is increasing in the developed world. This is c… https://t.co/90thyHlr4I,0.13,0.87,0.0,0.2111,69
nytimes,Mon Aug 27 00:45:29 +0000 2018,Your toilet isn’t a garbage can https://t.co/LV6rS344g7,0.0,1.0,0.0,0.0,70
nytimes,Mon Aug 27 00:28:35 +0000 2018,Opera of Demons https://t.co/ZX311TjNY5,0.0,1.0,0.0,0.0,71
nytimes,Mon Aug 27 00:18:35 +0000 2018,"An Appraisal: Neil Simon Drew Big Laughs, Then Came a Cultural Shift https://t.co/KGxii8a7UJ",0.225,0.775,0.0,0.4939,72
nytimes,Mon Aug 27 00:18:33 +0000 2018,Artificial Intelligence Is Now a Pentagon Priority. Will Silicon Valley Help? https://t.co/TsNFSJyEr4,0.392,0.608,0.0,0.7003,73
nytimes,Mon Aug 27 00:00:07 +0000 2018,Here are books for kids who might find some comfort knowing that other students (and dinosaurs and stick insects) g… https://t.co/F0fu17vkQM,0.111,0.889,0.0,0.3612,74
nytimes,Sun Aug 26 23:48:40 +0000 2018,"Capitalism, Socialism, and Unfreedom https://t.co/HoL30yUS1B",0.0,1.0,0.0,0.0,75
nytimes,Sun Aug 26 23:32:01 +0000 2018,Prison Strike Organizers Aim to Improve Conditions and Pay https://t.co/lO3dWWSQIX,0.192,0.397,0.411,-0.3182,76
nytimes,Sun Aug 26 23:16:11 +0000 2018,My WORKOUT: How One Silicon Valley C.E.O. Masters Work-Life Balance https://t.co/NH84Cqo2hI,0.0,1.0,0.0,0.0,77
nytimes,Sun Aug 26 23:04:05 +0000 2018,John McCain’s Parting Message: Our Greatness Is in Peril https://t.co/kkoTHUMnWe,0.0,0.769,0.231,-0.4019,78
nytimes,Sun Aug 26 23:03:22 +0000 2018,"With Republicans clinging to a 50-49 Senate majority, the Arizona governor's choice for John McCain's successor has… https://t.co/UQ6rDO682q",0.106,0.894,0.0,0.2263,79
nytimes,Sun Aug 26 23:00:06 +0000 2018,"""It's literally the warehousing of human beings — like they were packages to be shipped off."" A look at the ""stash… https://t.co/i6r3yCmZpj",0.116,0.884,0.0,0.3612,80
nytimes,Sun Aug 26 22:48:39 +0000 2018,"Night owls of the world unite. In a 24-hour economy, what if going to bed in the wee hours is actually an advantage? https://t.co/rqct1lLJH1",0.083,0.917,0.0,0.25,81
nytimes,Sun Aug 26 22:34:05 +0000 2018,"In @nytopinion,
Op-Ed contributor Miriam Pawel writes, ""Not every believer in the Party of California has been a gr… https://t.co/xJjmPbD3zT",0.13,0.87,0.0,0.4019,82
nytimes,Sun Aug 26 22:27:35 +0000 2018,RT @PatriciaMazzei: Our running @nytimes story on the mass shooting at the Jacksonville Landing: https://t.co/Efl9De2gDs,0.0,1.0,0.0,0.0,83
nytimes,Sun Aug 26 21:45:10 +0000 2018,"Catch up on the latest news about Elon Musk, John McCain's death, and other top stories, and get a look ahead, in y… https://t.co/Dlec9YkqO2",0.067,0.787,0.146,-0.4767,84
nytimes,Sun Aug 26 21:21:40 +0000 2018,RT @EricLiptonNYT: FOLLOW ALONG HERE--IT YOU EAT FRUIT &amp; VEGETABLES. My colleague @dannyhakim and I took a deep journey this summer into th…,0.0,1.0,0.0,0.0,85
nytimes,Sun Aug 26 21:00:13 +0000 2018,"Glenn Close says she went into her latest role, a woman who spends her life as a self-described ""kingmaker"" to her… https://t.co/x2NXBuUlXz",0.0,1.0,0.0,0.0,86
nytimes,Sun Aug 26 20:45:05 +0000 2018,"Police say a man shot last month in the Bronx is an associate of a well-known mafia family. ""The fact that they are… https://t.co/O3BouYHitn",0.0,1.0,0.0,0.0,87
nytimes,Sun Aug 26 20:37:02 +0000 2018,"RT @nytimesbusiness: ""Dots don't matter"" in Gmail addresses, and plus signs have their pluses. Here's how to get more out of your Google ma…",0.0,0.955,0.045,-0.0191,88
nytimes,Sun Aug 26 20:20:14 +0000 2018,"A few of the things prosecutors say Rep. Duncan Hunter bought with campaign funds: $14,261.33 family vacation to It… https://t.co/ohnn6WTYCb",0.0,1.0,0.0,0.0,89
nytimes,Sun Aug 26 20:03:06 +0000 2018,"Here are 13 great titles leaving Netflix in September, including classics like ""A Star is Born"" and modern gems you… https://t.co/RnOFoD3sfN",0.258,0.742,0.0,0.765,90
nytimes,Sun Aug 26 19:50:03 +0000 2018,"In Opinion

Author Jonathan Rauch writes, “Like it or not, inequality in today’s America drives politics toward rag… https://t.co/YBVezMkom2",0.0,1.0,0.0,0.0,91
nytimes,Sun Aug 26 19:36:09 +0000 2018,"Multiple people are dead after a gunman started firing during a video gaming tournament in Jacksonville, Florida, a… https://t.co/m5ErhC8tHC",0.0,0.691,0.309,-0.7717,92
nytimes,Sun Aug 26 19:31:38 +0000 2018,Residents of the village with the smallest population in Switzerland wonder if nostalgic tourists and hikers attrac… https://t.co/AWI8LgFFWk,0.0,1.0,0.0,0.0,93
nytimes,Sun Aug 26 19:16:14 +0000 2018,The current home of the U.S. Open started out as a derelict relic of the 1964 World's Fair. Now it's a state-of-the… https://t.co/J5LAJZAnOd,0.103,0.897,0.0,0.3182,94
nytimes,Sun Aug 26 19:00:16 +0000 2018,RT @NYTSports: U.S. Open players — and fans — share their favorite memories from the tournament https://t.co/fsF9v6LDN6 https://t.co/bYSdG9…,0.271,0.729,0.0,0.6369,95
nytimes,Sun Aug 26 18:50:54 +0000 2018,Authorities report a mass shooting at a Florida bar that was hosting a live-streamed video gaming tournament. https://t.co/suuG1i7rUk,0.0,1.0,0.0,0.0,96
nytimes,Sun Aug 26 18:45:04 +0000 2018,"Almost everyone involved in Job Corps questions whether it's living up to its ideals, with an outdated program mode… https://t.co/6nZ9k9akzB",0.087,0.913,0.0,0.2023,97
nytimes,Sun Aug 26 18:30:04 +0000 2018,Arizona might be the only state that makes first-time possession of a small amount of marijuana a felony. In order… https://t.co/pXZYH93hlR,0.0,0.837,0.163,-0.5423,98
nytimes,Sun Aug 26 18:15:06 +0000 2018,"RT @NYTSports: Serena Williams said she had a chat with the man who wants to control her wardrobe at the French Open. 
 https://t.co/0MOIN6…",0.0,1.0,0.0,0.0,99
nytimes,Sun Aug 26 18:00:04 +0000 2018,"Neil Simon helped define American humor in plays, movies, and TV. His works also played significantly in the career… https://t.co/qdlu4o1620",0.277,0.723,0.0,0.6705,100
